,nodeid,osmid
4325,4325,5837088105
4326,4326,5838916777
4327,4327,5843576975
4328,4328,5849918502
4329,4329,5849918504
4330,4330,5852272391
4331,4331,5871340510
4332,4332,5871373017
4333,4333,5890982665
4334,4334,5906371179
4335,4335,5916527828
4336,4336,5959765085
4337,4337,5993830853
4338,4338,6086355078
4339,4339,6096486614
4340,4340,6096486615
4341,4341,6117189987
4342,4342,6123654602
4343,4343,6133355290
4344,4344,6159356499
4345,4345,6159356505
4346,4346,6166333236
4347,4347,6166333257
4348,4348,6166333258
4349,4349,6166413694
4350,4350,6166413695
4351,4351,6166969757
4352,4352,6173564360
4353,4353,6176483595
4354,4354,6176628861
4355,4355,6177439749
4356,4356,6177439750
4357,4357,6177439752
4358,4358,6177439759
4359,4359,6181480033
4360,4360,6185259892
4361,4361,6185447546
4362,4362,6198320765
4363,4363,6207264908
4364,4364,6210448840
4365,4365,6210448846
4366,4366,6210448855
4367,4367,6210448857
4368,4368,6210448862
4369,4369,6210448866
4370,4370,6211332483
4371,4371,6211334202
4372,4372,6213204061
4373,4373,6214889055
4374,4374,6223571521
4375,4375,6223571522
4376,4376,6223571523
4377,4377,6223571524
4378,4378,6223969260
4379,4379,6266152785
4380,4380,6279091713
4381,4381,6289180298
4382,4382,6324329769
4383,4383,6330018917
4384,4384,6417761624
4385,4385,6431058183
4386,4386,6511274595
4387,4387,6515269079
4388,4388,6516908811
4389,4389,6518638079
4390,4390,6572026580
4391,4391,6593145588
4392,4392,6594514422
4393,4393,6594863439
4394,4394,6594863440
4395,4395,6594863441
4396,4396,6633355338
4397,4397,6633383602
4398,4398,6636032331
4399,4399,6680686184
4400,4400,6680686985
4401,4401,6744466013
4402,4402,6781146560
4403,4403,6795905097
4404,4404,6813350876
4405,4405,6852833836
4406,4406,6865282549
4407,4407,6867580414
4408,4408,6868145381
4409,4409,6882378422
4410,4410,6885524021
4411,4411,6885524030
4412,4412,6928075146
4413,4413,6929267009
4414,4414,6929267014
4415,4415,6929267015
4416,4416,6929267030
4417,4417,6929267035
4418,4418,6929267036
4419,4419,6979088365
4420,4420,6979088367
4421,4421,7004393049
4422,4422,7050687060
4423,4423,7076060066
4424,4424,7076060068
4425,4425,7106818623
4426,4426,7106818626
4427,4427,7106818627
4428,4428,7132405535
4429,4429,7132405537
4430,4430,7132405547
4431,4431,7132405548
4432,4432,7132814246
4433,4433,7137281959
4434,4434,7137281963
4435,4435,7147636389
4436,4436,7194269381
4437,4437,7320943370
4438,4438,7372860100
4439,4439,7372860102
4440,4440,7476387556
4441,4441,7476469426
4442,4442,7476968854
4443,4443,7476968855
4444,4444,7477036738
4445,4445,7480301864
4446,4446,7480301865
4447,4447,7480301866
4448,4448,7480301986
4449,4449,7480301987
4450,4450,7480346927
4451,4451,7480410410
4452,4452,7490266268
4453,4453,7491182055
4454,4454,7491182059
4455,4455,7491225319
4456,4456,7499263656
4457,4457,7500756892
4458,4458,7529909890
4459,4459,7529909892
4460,4460,7529976543
4461,4461,7529976544
4462,4462,7541804760
4463,4463,7541804761
4464,4464,7541804762
4465,4465,7552138519
4466,4466,7553826299
4467,4467,7553907592
4468,4468,7553992429
4469,4469,7553992430
4470,4470,7554071446
4471,4471,7554071447
4472,4472,7554071448
4473,4473,7554088550
4474,4474,7554088551
4475,4475,7554088552
4476,4476,7554858679
4477,4477,7554858681
4478,4478,7554858682
4479,4479,7554858683
4480,4480,7557695119
4481,4481,7557695121
4482,4482,7557695123
4483,4483,7557695124
4484,4484,7557695126
4485,4485,7557695127
4486,4486,7598970693
4487,4487,7612925053
4488,4488,7616585434
4489,4489,7616688918
4490,4490,7620445877
4491,4491,7620540917
4492,4492,7620631148
4493,4493,7620631149
4494,4494,7641820943
4495,4495,7732243546
4496,4496,7732243558
4497,4497,7732243565
4498,4498,7732243573
4499,4499,7732243576
4500,4500,7732551670
4501,4501,7732571885
4502,4502,7732571914
4503,4503,7732571915
4504,4504,7732571917
4505,4505,7732571938
4506,4506,7732653969
4507,4507,7732653970
4508,4508,7732653971
4509,4509,7732654931
4510,4510,7732654932
4511,4511,7734633950
4512,4512,7734633955
4513,4513,7734748115
4514,4514,7734748123
4515,4515,7734748127
4516,4516,7738506172
4517,4517,7745197931
4518,4518,7745197939
4519,4519,7745197940
4520,4520,7745197942
4521,4521,7745197950
4522,4522,7777321715
4523,4523,7785782284
4524,4524,7801840675
4525,4525,7802856341
4526,4526,7802856349
4527,4527,7802856352
4528,4528,7802856356
4529,4529,7802856365
4530,4530,7802856372
4531,4531,7907957252
4532,4532,7925143983
4533,4533,7937558690
4534,4534,7937558691
4535,4535,8018964699
4536,4536,8122411159
4537,4537,8133385388
4538,4538,8262309043
4539,4539,8262936580
4540,4540,8262936586
4541,4541,8265114807
4542,4542,8316781084
4543,4543,8344404000
4544,4544,8344404001
4545,4545,8482948064
4546,4546,8603460185
4547,4547,8603460188
4548,4548,8648032265
4549,4549,8648032268
4550,4550,8677891126
4551,4551,8706869342
4552,4552,8828140387
4553,4553,8840333846
4554,4554,8840333851
4555,4555,8859016388
4556,4556,8880168155
4557,4557,8904913030
4558,4558,8996353563
4559,4559,9094916641
4560,4560,9097335851
4561,4561,9097335853
4562,4562,9121386334
4563,4563,9121386338
4564,4564,9140654137
4565,4565,9140864985
4566,4566,9143542440
4567,4567,9150629570
4568,4568,9153702893
4569,4569,9153856304
4570,4570,9153856316
4571,4571,9156860497
4572,4572,9166033061
4573,4573,9166033062
4574,4574,9166213997
4575,4575,9170816531
4576,4576,9170816532
4577,4577,9177424867
4578,4578,9177424868
4579,4579,9177540204
4580,4580,9179070580
4581,4581,9179070583
4582,4582,9338511504
4583,4583,9421943093
